wkid,latestWkid,macro,name,wkt,description,authority,version,deprecated
7052,7052,"PE_S_SPHERE_CLARKE_1866_AUTHALIC","Sphere_Clarke_1866_Authalic","SPHEROID[""Sphere_Clarke_1866_Authalic"",6370997.0,0.0]","Authalic Sphere based on Clarke 1866","EPSG","6.5.2(9.2.0)","no"
7053,7053,"PE_S_HOUGH_1960","Hough_1960","SPHEROID[""Hough_1960"",6378270.0,297.0]","Hough 1960","EPSG","6.9(9.2.0)","no"
7054,7054,"PE_S_PZ_1990","PZ_1990","SPHEROID[""PZ_1990"",6378136.0,298.257839303]","PZ 1990","EPSG","9.0(9.2.0)","no"
7055,7055,"PE_S_CLARKE_1880_IFT","Clarke_1880_Intl_Ft","SPHEROID[""Clarke_1880_Intl_Ft"",6378306.3696,293.4663076556299]","Clarke 1880 definition assumed to be international feet","EPSG","6.11(9.3.0.0)","no"
7056,7056,"PE_S_EVEREST_MOD_1969","Everest_Modified_1969","SPHEROID[""Everest_Modified_1969"",6377295.664,300.8017]","Everest modified 1969 - 107006, called Everest 1830 (RSO 1969) in EPSG","EPSG","6.11(10.0.0)","no"
7057,7057,"PE_S_SPHERE_INTL_1924_AUTHALIC","Sphere_International_1924_Authalic","SPHEROID[""Sphere_International_1924_Authalic"",6371228.0,0.0]","Authalic sphere based on International 1924","EPSG","6.11.1(9.3.0.0)","no"
7058,7058,"PE_S_HUGHES_1980","Hughes_1980","SPHEROID[""Hughes_1980"",6378273.0,298.279411123064]","Hughes 1980","EPSG","6.11.1(9.3.0.0)","no"
7059,7059,"PE_S_SPHERE_WGS_1984_MAJOR_AUXILIARY","WGS_1984_Major_Auxiliary_Sphere","SPHEROID[""WGS_1984_Major_Auxiliary_Sphere"",6378137.0,0.0]","Major auxiliary sphere based on WGS 1984","EPSG","6.15(10.2.0)","yes"
107001,107001,"PE_S_WGS_1966","WGS_1966","SPHEROID[""WGS_1966"",6378145.0,298.25]","WGS 1966","Esri","3.0.1","no"
107002,107002,"PE_S_FISCHER_1960","Fischer_1960","SPHEROID[""Fischer_1960"",6378166.0,298.3]","Fischer 1960","Esri","3.0.1","no"
107003,107003,"PE_S_FISCHER_1968","Fischer_1968","SPHEROID[""Fischer_1968"",6378150.0,298.3]","Fischer 1968","Esri","3.0.1","no"
107004,107004,"PE_S_FISCHER_MOD","Fischer_Modified","SPHEROID[""Fischer_Modified"",6378155.0,298.3]","Fischer modified","Esri","3.0.1","no"
107005,7053,"PE_S_HOUGH_1960","Hough_1960","SPHEROID[""Hough_1960"",6378270.0,297.0]","Hough 1960","Esri","8.1.0","yes"
107006,7056,"PE_S_EVEREST_MOD_1969","Everest_Modified_1969","SPHEROID[""Everest_Modified_1969"",6377295.664,300.8017]","Everest modified 1969 - 107006, called Everest 1830 (RSO 1969) in EPSG","Esri","8.1.0","yes"
107007,107007,"PE_S_WALBECK","Walbeck","SPHEROID[""Walbeck"",6376896.0,302.78]","Walbeck","Esri","8.1.0","no"
107008,107008,"PE_S_SPHERE_AI","Sphere_ARC_INFO","SPHEROID[""Sphere_ARC_INFO"",6370997.0,0.0]","Authalic sphere (ARC/INFO)","Esri","8.1.0","no"
107009,107009,"PE_S_SPHERE_EMEP","Sphere_EMEP","SPHEROID[""Sphere_EMEP"",6370000.0,0.0]","EMEP Sphere of 6370000 m","Esri","9.0.0","no"
107036,7050,"PE_S_GRS_1967_TRUNC","GRS_1967_Truncated","SPHEROID[""GRS_1967_Truncated"",6378160.0,298.25]","GRS 1967 Truncated - was 107036, called GRS67 Modified in EPSG","Esri","8.0.1","yes"
107037,7059,"PE_S_SPHERE_WGS_1984_MAJOR_AUXILIARY","WGS_1984_Major_Auxiliary_Sphere","SPHEROID[""WGS_1984_Major_Auxiliary_Sphere"",6378137.0,0.0]","Major auxiliary sphere based on WGS 1984","Esri","9.3.0.0","yes"
107038,1024,"PE_S_CGCS2000","CGCS2000","SPHEROID[""CGCS2000"",6378137.0,298.257222101]","China Geodetic Coordinate System 2000","Esri","10.0.0","yes"
107047,107047,"PE_S_SPHERE_GRS_1980_MEAN_RADIUS","Sphere_GRS_1980_Mean_Radius","SPHEROID[""Sphere_GRS_1980_Mean_Radius"",6371008.7714,0.0]","Sphere with mean radius based on GRS80","Esri","10.4.0","no"
107700,107700,"PE_S_GRS_1980_ADJ_MN_ANOKA","S_GRS_1980_Adj_MN_Anoka","SPHEROID[""S_GRS_1980_Adj_MN_Anoka"",6378418.941,298.2572221008827]","GRS 1980 Adj. Minnesota Anoka","Esri","9.0.0","no"
107701,107701,"PE_S_GRS_1980_ADJ_MN_BECKER","S_GRS_1980_Adj_MN_Becker","SPHEROID[""S_GRS_1980_Adj_MN_Becker"",6378586.581,298.2572221008827]","GRS 1980 Adj. Minnesota Becker","Esri","9.0.0","no"
107702,107702,"PE_S_GRS_1980_ADJ_MN_BELTRAMI_N","S_GRS_1980_Adj_MN_Beltrami_North","SPHEROID[""S_GRS_1980_Adj_MN_Beltrami_North"",6378505.809,298.2572221008827]","GRS 1980 Adj. Minnesota Beltrami North","Esri","9.0.0","no"
107703,107703,"PE_S_GRS_1980_ADJ_MN_BELTRAMI_S","S_GRS_1980_Adj_MN_Beltrami_South","SPHEROID[""S_GRS_1980_Adj_MN_Beltrami_South"",6378544.823,298.2572221008827]","GRS 1980 Adj. Minnesota Beltrami South","Esri","9.0.0","no"
107704,107704,"PE_S_GRS_1980_ADJ_MN_BENTON","S_GRS_1980_Adj_MN_Benton","SPHEROID[""S_GRS_1980_Adj_MN_Benton"",6378490.569,298.2572221008827]","GRS 1980 Adj. Minnesota Benton","Esri","9.0.0","no"
107705,107705,"PE_S_GRS_1980_ADJ_MN_BIG_STONE","S_GRS_1980_Adj_MN_Big_Stone","SPHEROID[""S_GRS_1980_Adj_MN_Big_Stone"",6378470.757,298.2572221008827]","GRS 1980 Adj. Minnesota Big Stone","Esri","9.0.0","no"
107706,107706,"PE_S_GRS_1980_ADJ_MN_BLUE_EARTH","S_GRS_1980_Adj_MN_Blue_Earth","SPHEROID[""S_GRS_1980_Adj_MN_Blue_Earth"",6378403.701,298.2572221008827]","GRS 1980 Adj. Minnesota Blue Earth","Esri","9.0.0","no"
107707,107707,"PE_S_GRS_1980_ADJ_MN_BROWN","S_GRS_1980_Adj_MN_Brown","SPHEROID[""S_GRS_1980_Adj_MN_Brown"",6378434.181,298.2572221008827]","GRS 1980 Adj. Minnesota Brown","Esri","9.0.0","no"
107708,107708,"PE_S_GRS_1980_ADJ_MN_CARLTON","S_GRS_1980_Adj_MN_Carlton","SPHEROID[""S_GRS_1980_Adj_MN_Carlton"",6378454.907,298.2572221008827]","GRS 1980 Adj. Minnesota Carlton","Esri","9.0.0","no"
107709,107709,"PE_S_GRS_1980_ADJ_MN_CARVER","S_GRS_1980_Adj_MN_Carver","SPHEROID[""S_GRS_1980_Adj_MN_Carver"",6378400.653,298.2572221008827]","GRS 1980 Adj. Minnesota Carver","Esri","9.0.0","no"
107710,107710,"PE_S_GRS_1980_ADJ_MN_CASS_N","S_GRS_1980_Adj_MN_Cass_North","SPHEROID[""S_GRS_1980_Adj_MN_Cass_North"",6378567.378,298.2572221008827]","GRS 1980 Adj. Minnesota Cass North","Esri","9.0.0","no"
107711,107711,"PE_S_GRS_1980_ADJ_MN_CASS_S","S_GRS_1980_Adj_MN_Cass_South","SPHEROID[""S_GRS_1980_Adj_MN_Cass_South"",6378546.957,298.2572221008827]","GRS 1980 Adj. Minnesota Cass South","Esri","9.0.0","no"
107712,107712,"PE_S_GRS_1980_ADJ_MN_CHIPPEWA","S_GRS_1980_Adj_MN_Chippewa","SPHEROID[""S_GRS_1980_Adj_MN_Chippewa"",6378476.853,298.2572221008827]","GRS 1980 Adj. Minnesota Chippewa","Esri","9.0.0","no"
107713,107713,"PE_S_GRS_1980_ADJ_MN_CHISAGO","S_GRS_1980_Adj_MN_Chisago","SPHEROID[""S_GRS_1980_Adj_MN_Chisago"",6378411.321,298.2572221008827]","GRS 1980 Adj. Minnesota Chisago","Esri","9.0.0","no"
107714,107714,"PE_S_GRS_1980_ADJ_MN_COOK_N","S_GRS_1980_Adj_MN_Cook_North","SPHEROID[""S_GRS_1980_Adj_MN_Cook_North"",6378647.541,298.2572221008827]","GRS 1980 Adj. Minnesota Cook North","Esri","9.0.0","no"
107715,107715,"PE_S_GRS_1980_ADJ_MN_COOK_S","S_GRS_1980_Adj_MN_Cook_South","SPHEROID[""S_GRS_1980_Adj_MN_Cook_South"",6378647.541,298.2572221008827]","GRS 1980 Adj. Minnesota Cook South","Esri","9.0.0","no"
107716,107716,"PE_S_GRS_1980_ADJ_MN_COTTONWOOD","S_GRS_1980_Adj_MN_Cottonwood","SPHEROID[""S_GRS_1980_Adj_MN_Cottonwood"",6378514.953,298.2572221008827]","GRS 1980 Adj. Minnesota Cottonwood","Esri","9.0.0","no"
107717,107717,"PE_S_GRS_1980_ADJ_MN_CROW_WING","S_GRS_1980_Adj_MN_Crow_Wing","SPHEROID[""S_GRS_1980_Adj_MN_Crow_Wing"",6378546.957,298.2572221008827]","GRS 1980 Adj. Minnesota Crow Wing","Esri","9.0.0","no"
107718,107718,"PE_S_GRS_1980_ADJ_MN_DAKOTA","S_GRS_1980_Adj_MN_Dakota","SPHEROID[""S_GRS_1980_Adj_MN_Dakota"",6378421.989,298.2572221008827]","GRS 1980 Adj. Minnesota Dakota","Esri","9.0.0","no"
107719,107719,"PE_S_GRS_1980_ADJ_MN_DODGE","S_GRS_1980_Adj_MN_Dodge","SPHEROID[""S_GRS_1980_Adj_MN_Dodge"",6378481.425,298.2572221008827]","GRS 1980 Adj. Minnesota Dodge","Esri","9.0.0","no"
107720,107720,"PE_S_GRS_1980_ADJ_MN_DOUGLAS","S_GRS_1980_Adj_MN_Douglas","SPHEROID[""S_GRS_1980_Adj_MN_Douglas"",6378518.001,298.2572221008827]","GRS 1980 Adj. Minnesota Douglas","Esri","9.0.0","no"
107721,107721,"PE_S_GRS_1980_ADJ_MN_FARIBAULT","S_GRS_1980_Adj_MN_Faribault","SPHEROID[""S_GRS_1980_Adj_MN_Faribault"",6378521.049,298.2572221008827]","GRS 1980 Adj. Minnesota Faribault","Esri","9.0.0","no"
107722,107722,"PE_S_GRS_1980_ADJ_MN_FILLMORE","S_GRS_1980_Adj_MN_Fillmore","SPHEROID[""S_GRS_1980_Adj_MN_Fillmore"",6378464.661,298.2572221008827]","GRS 1980 Adj. Minnesota Fillmore","Esri","9.0.0","no"
107723,107723,"PE_S_GRS_1980_ADJ_MN_FREEBORN","S_GRS_1980_Adj_MN_Freeborn","SPHEROID[""S_GRS_1980_Adj_MN_Freeborn"",6378521.049,298.2572221008827]","GRS 1980 Adj. Minnesota Freeborn","Esri","9.0.0","no"
107724,107724,"PE_S_GRS_1980_ADJ_MN_GOODHUE","S_GRS_1980_Adj_MN_Goodhue","SPHEROID[""S_GRS_1980_Adj_MN_Goodhue"",6378434.181,298.2572221008827]","GRS 1980 Adj. Minnesota Goodhue","Esri","9.0.0","no"
107725,107725,"PE_S_GRS_1980_ADJ_MN_GRANT","S_GRS_1980_Adj_MN_Grant","SPHEROID[""S_GRS_1980_Adj_MN_Grant"",6378518.001,298.2572221008827]","GRS 1980 Adj. Minnesota Grant","Esri","9.0.0","no"
107726,107726,"PE_S_GRS_1980_ADJ_MN_HENNEPIN","S_GRS_1980_Adj_MN_Hennepin","SPHEROID[""S_GRS_1980_Adj_MN_Hennepin"",6378418.941,298.2572221008827]","GRS 1980 Adj. Minnesota Hennepin","Esri","9.0.0","no"
107727,107727,"PE_S_GRS_1980_ADJ_MN_HOUSTON","S_GRS_1980_Adj_MN_Houston","SPHEROID[""S_GRS_1980_Adj_MN_Houston"",6378436.619,298.2572221008827]","GRS 1980 Adj. Minnesota Houston","Esri","9.0.0","no"
107728,107728,"PE_S_GRS_1980_ADJ_MN_ISANTI","S_GRS_1980_Adj_MN_Isanti","SPHEROID[""S_GRS_1980_Adj_MN_Isanti"",6378411.321,298.2572221008827]","GRS 1980 Adj. Minnesota Isanti","Esri","9.0.0","no"
107729,107729,"PE_S_GRS_1980_ADJ_MN_ITASCA_N","S_GRS_1980_Adj_MN_Itasca_North","SPHEROID[""S_GRS_1980_Adj_MN_Itasca_North"",6378574.389,298.2572221008827]","GRS 1980 Adj. Minnesota Itasca North","Esri","9.0.0","no"
107730,107730,"PE_S_GRS_1980_ADJ_MN_ITASCA_S","S_GRS_1980_Adj_MN_Itasca_South","SPHEROID[""S_GRS_1980_Adj_MN_Itasca_South"",6378574.389,298.2572221008827]","GRS 1980 Adj. Minnesota Itasca South","Esri","9.0.0","no"
107731,107731,"PE_S_GRS_1980_ADJ_MN_JACKSON","S_GRS_1980_Adj_MN_Jackson","SPHEROID[""S_GRS_1980_Adj_MN_Jackson"",6378521.049,298.2572221008827]","GRS 1980 Adj. Minnesota Jackson","Esri","9.0.0","no"
107732,107732,"PE_S_GRS_1980_ADJ_MN_KANABEC","S_GRS_1980_Adj_MN_Kanabec","SPHEROID[""S_GRS_1980_Adj_MN_Kanabec"",6378472.281,298.2572221008827]","GRS 1980 Adj. Minnesota Kanabec","Esri","9.0.0","no"
107733,107733,"PE_S_GRS_1980_ADJ_MN_KANDIYOHI","S_GRS_1980_Adj_MN_Kandiyohi","SPHEROID[""S_GRS_1980_Adj_MN_Kandiyohi"",6378498.189,298.2572221008827]","GRS 1980 Adj. Minnesota Kandiyohi","Esri","9.0.0","no"
107734,107734,"PE_S_GRS_1980_ADJ_MN_KITTSON","S_GRS_1980_Adj_MN_Kittson","SPHEROID[""S_GRS_1980_Adj_MN_Kittson"",6378449.421,298.2572221008827]","GRS 1980 Adj. Minnesota Kittson","Esri","9.0.0","no"
107735,107735,"PE_S_GRS_1980_ADJ_MN_KOOCHICHING","S_GRS_1980_Adj_MN_Koochiching","SPHEROID[""S_GRS_1980_Adj_MN_Koochiching"",6378525.621,298.2572221008827]","GRS 1980 Adj. Minnesota Koochiching","Esri","9.0.0","no"
107736,107736,"PE_S_GRS_1980_ADJ_MN_LAC_QUI_PARLE","S_GRS_1980_Adj_MN_Lac_Qui_Parle","SPHEROID[""S_GRS_1980_Adj_MN_Lac_Qui_Parle"",6378476.853,298.2572221008827]","GRS 1980 Adj. Minnesota Lac Qui Parle","Esri","9.0.0","no"
107737,107737,"PE_S_GRS_1980_ADJ_MN_LAKE_OF_THE_WOODS_N","S_GRS_1980_Adj_MN_Lake_of_the_Woods_North","SPHEROID[""S_GRS_1980_Adj_MN_Lake_of_the_Woods_North"",6378466.185,298.2572221008827]","GRS 1980 Adj. Minnesota Lake of the Woods North","Esri","9.0.0","no"
107738,107738,"PE_S_GRS_1980_ADJ_MN_LAKE_OF_THE_WOODS_S","S_GRS_1980_Adj_MN_Lake_of_the_Woods_South","SPHEROID[""S_GRS_1980_Adj_MN_Lake_of_the_Woods_South"",6378496.665,298.2572221008827]","GRS 1980 Adj. Minnesota Lake of the Woods South","Esri","9.0.0","no"
107739,107739,"PE_S_GRS_1980_ADJ_MN_LE_SUEUR","S_GRS_1980_Adj_MN_Le_Sueur","SPHEROID[""S_GRS_1980_Adj_MN_Le_Sueur"",6378434.181,298.2572221008827]","GRS 1980 Adj. Minnesota Le Sueur","Esri","9.0.0","no"
107740,107740,"PE_S_GRS_1980_ADJ_MN_LINCOLN","S_GRS_1980_Adj_MN_Lincoln","SPHEROID[""S_GRS_1980_Adj_MN_Lincoln"",6378643.579,298.2572221008827]","GRS 1980 Adj. Minnesota Lincoln","Esri","9.0.0","no"
107741,107741,"PE_S_GRS_1980_ADJ_MN_LYON","S_GRS_1980_Adj_MN_Lyon","SPHEROID[""S_GRS_1980_Adj_MN_Lyon"",6378559.758,298.2572221008827]","GRS 1980 Adj. Minnesota Lyon","Esri","9.0.0","no"
107742,107742,"PE_S_GRS_1980_ADJ_MN_MCLEOD","S_GRS_1980_Adj_MN_McLeod","SPHEROID[""S_GRS_1980_Adj_MN_McLeod"",6378414.369,298.2572221008827]","GRS 1980 Adj. Minnesota McLeod","Esri","9.0.0","no"
107743,107743,"PE_S_GRS_1980_ADJ_MN_MAHNOMEN","S_GRS_1980_Adj_MN_Mahnomen","SPHEROID[""S_GRS_1980_Adj_MN_Mahnomen"",6378586.581,298.2572221008827]","GRS 1980 Adj. Minnesota Mahnomen","Esri","9.0.0","no"
107744,107744,"PE_S_GRS_1980_ADJ_MN_MARSHALL","S_GRS_1980_Adj_MN_Marshall","SPHEROID[""S_GRS_1980_Adj_MN_Marshall"",6378441.801,298.2572221008827]","GRS 1980 Adj. Minnesota Marshall","Esri","9.0.0","no"
107745,107745,"PE_S_GRS_1980_ADJ_MN_MARTIN","S_GRS_1980_Adj_MN_Martin","SPHEROID[""S_GRS_1980_Adj_MN_Martin"",6378521.049,298.2572221008827]","GRS 1980 Adj. Minnesota Martin","Esri","9.0.0","no"
107746,107746,"PE_S_GRS_1980_ADJ_MN_MEEKER","S_GRS_1980_Adj_MN_Meeker","SPHEROID[""S_GRS_1980_Adj_MN_Meeker"",6378498.189,298.2572221008827]","GRS 1980 Adj. Minnesota Meeker","Esri","9.0.0","no"
107747,107747,"PE_S_GRS_1980_ADJ_MN_MORRISON","S_GRS_1980_Adj_MN_Morrison","SPHEROID[""S_GRS_1980_Adj_MN_Morrison"",6378502.761,298.2572221008827]","GRS 1980 Adj. Minnesota Morrison","Esri","9.0.0","no"
107748,107748,"PE_S_GRS_1980_ADJ_MN_MOWER","S_GRS_1980_Adj_MN_Mower","SPHEROID[""S_GRS_1980_Adj_MN_Mower"",6378521.049,298.2572221008827]","GRS 1980 Adj. Minnesota Mower","Esri","9.0.0","no"
107749,107749,"PE_S_GRS_1980_ADJ_MN_MURRAY","S_GRS_1980_Adj_MN_Murray","SPHEROID[""S_GRS_1980_Adj_MN_Murray"",6378617.061,298.2572221008827]","GRS 1980 Adj. Minnesota Murray","Esri","9.0.0","no"
107750,107750,"PE_S_GRS_1980_ADJ_MN_NICOLLET","S_GRS_1980_Adj_MN_Nicollet","SPHEROID[""S_GRS_1980_Adj_MN_Nicollet"",6378403.701,298.2572221008827]","GRS 1980 Adj. Minnesota Nicollet","Esri","9.0.0","no"
107751,107751,"PE_S_GRS_1980_ADJ_MN_NOBLES","S_GRS_1980_Adj_MN_Nobles","SPHEROID[""S_GRS_1980_Adj_MN_Nobles"",6378624.681,298.2572221008827]","GRS 1980 Adj. Minnesota Nobles","Esri","9.0.0","no"
107752,107752,"PE_S_GRS_1980_ADJ_MN_NORMAN","S_GRS_1980_Adj_MN_Norman","SPHEROID[""S_GRS_1980_Adj_MN_Norman"",6378468.623,298.2572221008827]","GRS 1980 Adj. Minnesota Norman","Esri","9.0.0","no"
107753,107753,"PE_S_GRS_1980_ADJ_MN_OLMSTED","S_GRS_1980_Adj_MN_Olmsted","SPHEROID[""S_GRS_1980_Adj_MN_Olmsted"",6378481.425,298.2572221008827]","GRS 1980 Adj. Minnesota Olmsted","Esri","9.0.0","no"
107754,107754,"PE_S_GRS_1980_ADJ_MN_OTTERTAIL","S_GRS_1980_Adj_MN_Ottertail","SPHEROID[""S_GRS_1980_Adj_MN_Ottertail"",6378525.621,298.2572221008827]","GRS 1980 Adj. Minnesota Ottertail","Esri","9.0.0","no"
