wkid,latestWkid,macro,name,wkt,wkt2,description,authority,version,deprecated,areaname,slat,nlat,llon,rlon,accuracy
9163,9163,"PE_VT_NAD83_HARN_TO_NAVD88_HT_GEOID99_4","NAD_1983_HARN_To_AVD88_Height_GEOID99_4","VERTTRAN[""NAD_1983_HARN_To_AVD88_Height_GEOID99_4"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g1999u04"",0.0],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NAD_1983_HARN_To_AVD88_Height_GEOID99_4"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g1999u04""],OPERATIONACCURACY[0.05],ID[""Esri"",""9163""]]","NAD83(HARN) to NAVD88 height GEOID99 (4)","Esri","13.3.0","no","USA - CONUS north of 41~N, east of 78~W - onshore",41.0,47.47,-78.0,-66.91,0.05
9164,9164,"PE_VT_NAD83_HARN_TO_NAVD88_HT_GEOID99_5","NAD_1983_HARN_To_NAVD88_Height_GEOID99_5","VERTTRAN[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_5"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g1999u05"",0.0],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_5"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g1999u05""],OPERATIONACCURACY[0.05],ID[""Esri"",""9164""]]","NAD83(HARN) to NAVD88 height GEOID99 (5)","Esri","13.3.0","no","USA - CONUS south of 41~N, west of 112~W - onshore",31.64,41.0,-124.45,-112.0,0.05
9165,9165,"PE_VT_NAD83_HARN_TO_NAVD88_HT_GEOID99_6","NAD_1983_HARN_To_NAVD88_Height_GEOID99_6","VERTTRAN[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_6"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g1999u06"",0.0],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_6"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g1999u06""],OPERATIONACCURACY[0.05],ID[""Esri"",""9165""]]","NAD83(HARN) to NAVD88 height GEOID99 (6)","Esri","13.3.0","no","USA - CONUS south of 41~N, 112~W to 95~W - onshore",25.83,41.01,-112.0,-94.99,0.05
9166,9166,"PE_VT_NAD83_HARN_TO_NAVD88_HT_GEOID99_7","NAD_1983_HARN_To_NAVD88_Height_GEOID99_7","VERTTRAN[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_7"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g1999u07"",0.0],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_7"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g1999u07""],OPERATIONACCURACY[0.05],ID[""Esri"",""9166""]]","NAD83(HARN) to NAVD88 height GEOID99 (7)","Esri","13.3.0","no","USA - CONUS south of 41~N, 95~W to 78~W - onshore",24.41,41.01,-95.0,-77.99,0.05
9167,9167,"PE_VT_NAD83_HARN_TO_NAVD88_HT_GEOID99_8","NAD_1983_HARN_To_NAVD88_Height_GEOID99_8","VERTTRAN[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_8"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g1999u08"",0.0],OPERATIONACCURACY[0.05]]","COORDINATEOPERATION[""NAD_1983_HARN_To_NAVD88_Height_GEOID99_8"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g1999u08""],OPERATIONACCURACY[0.05],ID[""Esri"",""9167""]]","NAD83(HARN) to NAVD88 height GEOID99 (8)","Esri","13.3.0","no","USA - CONUS south of 41~N, east of 78~W - onshore",33.84,41.01,-78.0,-71.9,0.05
9168,9168,"PE_VT_NAD83_FBN_TO_NAVD88_HT_CONUS_GEOID03","NAD_1983_FBN_To_NAVD88_Height_CONUS_GEOID03","VERTTRAN[""NAD_1983_FBN_To_NAVD88_Height_CONUS_GEOID03"",GEOGCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_geoid03_conus"",0.0],OPERATIONACCURACY[0.024]]","COORDINATEOPERATION[""NAD_1983_FBN_To_NAVD88_Height_CONUS_GEOID03"",SOURCECRS[VERTCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""geoid03_conus""],OPERATIONACCURACY[0.024],ID[""Esri"",""9168""]]","NAD83(FBN) to NAVD88 height CONUS GEOID03","Esri","13.3.0","no","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.024
9169,9169,"PE_VT_NAD83_HARN_TO_NAVD88_HT_AK_GEOID06_9","NAD_1983_HARN_To_NAVD88_Height_Alaska_GEOID06_9","VERTTRAN[""NAD_1983_HARN_To_NAVD88_Height_Alaska_GEOID06_9"",GEOGCS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_geoid06_ak"",0.0],OPERATIONACCURACY[0.024]]","COORDINATEOPERATION[""NAD_1983_HARN_To_NAVD88_Height_Alaska_GEOID06_9"",SOURCECRS[VERTCRS[""North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_North_American_1983_HARN"",DATUM[""D_North_American_1983_HARN"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""geoid06_ak""],OPERATIONACCURACY[0.024],ID[""Esri"",""9169""]]","NAD83(HARN) to NAVD88 height Alaska GEOID06 (9)","Esri","13.3.0","no","USA - Alaska",51.3,71.4,172.42,-129.99,0.024
9170,9170,"PE_VT_NAD83_FBN_TO_ASVD02_HT_GEOID09_1","NAD_1983_FBN_To_ASVD02_Height_GEOID09_1","VERTTRAN[""NAD_1983_FBN_To_ASVD02_Height_GEOID09_1"",GEOGCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""ASVD02_height"",VDATUM[""American_Samoa_Vertical_Datum_of_2002""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2009s01"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NAD_1983_FBN_To_ASVD02_Height_GEOID09_1"",SOURCECRS[VERTCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""ASVD02_height"",VDATUM[""American_Samoa_Vertical_Datum_of_2002""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2009s01""],OPERATIONACCURACY[0.02],ID[""Esri"",""9170""]]","NAD83(FBN) to ASVD02 height GEOID09 (1)","Esri","13.3.0","no","American Samoa - Tutuila island",-14.43,-14.2,-170.88,-170.51,0.02
9171,9171,"PE_VT_NAD83_FBN_TO_GUVD04_HT_GEOID09_1","NAD_1983_FBN_To_GUVD04_Height_GEOID09_1","VERTTRAN[""NAD_1983_FBN_To_GUVD04_Height_GEOID09_1"",GEOGCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""GUVD04_height"",VDATUM[""Guam_Vertical_Datum_of_2004""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2009g01"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NAD_1983_FBN_To_GUVD04_Height_GEOID09_1"",SOURCECRS[VERTCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""GUVD04_height"",VDATUM[""Guam_Vertical_Datum_of_2004""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2009g01""],OPERATIONACCURACY[0.02],ID[""Esri"",""9171""]]","NAD83(FBN) to GUVD04 height GEOID09 (1)","Esri","13.3.0","no","Guam - onshore",13.18,13.7,144.58,145.01,0.02
9172,9172,"PE_VT_NAD83_FBN_TO_NMVD03_HT_GEOID09_1","NAD_1983_FBN_To_NMVD03_Height_GEOID09_1","VERTTRAN[""NAD_1983_FBN_To_NMVD03_Height_GEOID09_1"",GEOGCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_g2009g01"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NAD_1983_FBN_To_NMVD03_Height_GEOID09_1"",SOURCECRS[VERTCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NMVD03_height"",VDATUM[""Northern_Marianas_Vertical_Datum_of_2003""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""NAD_1983_(FBN)"",DATUM[""NAD_1983_(Federal_Base_Network)"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""g2009g01""],OPERATIONACCURACY[0.02],ID[""Esri"",""9172""]]","NAD83(FBN) to NMVD03 height GEOID09 (1)","Esri","13.3.0","no","Northern Mariana Islands - Rota, Saipan and Tinian",14.06,15.35,145.06,145.89,0.02
9173,9173,"PE_VT_NAD83_NSRS2007_TO_NAVD88_HT_CONUS_GEOID09_1","NAD_1983_NSRS2007_To_NAVD88_Height_CONUS_GEOID09_1","VERTTRAN[""NAD_1983_NSRS2007_To_NAVD88_Height_CONUS_GEOID09_1"",GEOGCS[""GCS_NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_geoid09_conus"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NAD_1983_NSRS2007_To_NAVD88_Height_CONUS_GEOID09_1"",SOURCECRS[VERTCRS[""NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""geoid09_conus""],OPERATIONACCURACY[0.02],ID[""Esri"",""9173""]]","NAD83(NSRS2007) to NAVD88 height CONUS GEOID09 (1)","Esri","13.3.0","no","USA - CONUS - onshore",24.41,49.38,-124.79,-66.91,0.02
9174,9174,"PE_VT_NAD83_NSRS2007_TO_NAVD88_HT_AK_GEOID09_2","NAD_1983_NSRS2007_To_NAVD88_Height_Alaska_GEOID09_2","VERTTRAN[""NAD_1983_NSRS2007_To_NAVD88_Height_Alaska_GEOID09_2"",GEOGCS[""GCS_NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],UNIT[""Degree"",0.0174532925199433]],VERTCS[""NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",SPHEROID[""GRS_1980"",6378137.0,298.257222101]],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VERTCS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],PARAMETER[""Vertical_Shift"",0.0],PARAMETER[""Direction"",1.0],UNIT[""Meter"",1.0]],VTMETHOD[""GEOID""],PARAMETER[""Dataset_geoid09_ak"",0.0],OPERATIONACCURACY[0.02]]","COORDINATEOPERATION[""NAD_1983_NSRS2007_To_NAVD88_Height_Alaska_GEOID09_2"",SOURCECRS[VERTCRS[""NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],CS[vertical,1],AXIS[""Ellipsoidal height (h)"",up,LENGTHUNIT[""Meter"",1.0]]]],TARGETCRS[VERTCRS[""NAVD_1988"",VDATUM[""North_American_Vertical_Datum_1988""],CS[vertical,1],AXIS[""Gravity-related height (H)"",up,LENGTHUNIT[""Meter"",1.0]]]],INTERPOLATIONCRS[GEOGCRS[""GCS_NAD_1983_NSRS2007"",DATUM[""D_NAD_1983_NSRS2007"",ELLIPSOID[""GRS_1980"",6378137.0,298.257222101]],PRIMEM[""Greenwich"",0.0],CS[ellipsoidal,2],AXIS[""Latitude (lat)"",north,ORDER[1]],AXIS[""Longitude (lon)"",east,ORDER[2]],ANGLEUNIT[""Degree"",0.0174532925199433]]],METHOD[""GEOID""],PARAMETERFILE[""geoid09_ak""],OPERATIONACCURACY[0.02],ID[""Esri"",""9174""]]","NAD83(NSRS2007) to NAVD88 height Alaska GEOID09 (2)","Esri","13.3.0","no","USA - Alaska",51.3,71.4,172.42,-129.99,0.02
